birthday,education;classes;description,education;classes;from;id,education;classes;from;name,education;classes;id,education;classes;name,education;classes;with;id,education;classes;with;name,education;concentration;id,education;concentration;name,education;degree;id,education;degree;name,education;school;id,education;school;name,education;type,education;with;id,education;with;name,education;year;id,education;year;name,first_name,gender,hometown;id,hometown;name,id,languages;id,languages;name,last_name,locale,location,location;id,location;name,middle_name,name,political,religion,work;description,work;employer;id,work;employer;name,work;end_date,work;from;id,work;from;name,work;location;id,work;location;name,work;position;id,work;position;name,work;projects;description,work;projects;end_date,work;projects;from;id,work;projects;from;name,work;projects;id,work;projects;name,work;projects;start_date,work;projects;with;id,work;projects;with;name,work;start_date,work;with;id,work;with;name
1023.0,,,,,,,,,,,,14740.0,13880.0,1.0,,,,,273.0,0.0,57.0,57.0,17649.0,645.0,513.0,11580.0,1.0,,2315.0,2305.0,,17536.0,,,3171.0,12342.0,11894.0,5.0,,,1847.0,1822.0,1080.0,1027.0,,,,,,,,,,2.0,,
834.0,,,,,,,,,,,,14741.0,13881.0,1.0,,,,,4823.0,0.0,,,17650.0,,,11581.0,1.0,,993.0,986.0,1184.0,17537.0,,,,,,,,,,,,,,,,,,,,,,,,
5395.0,,,,,,,,,,,,12669.0,11966.0,0.0,,,8.0,7.0,694.0,0.0,300.0,300.0,17651.0,0.0,0.0,907.0,1.0,,993.0,986.0,,17538.0,,,,12348.0,11900.0,5.0,,,40.0,40.0,2176.0,2098.0,,,,,,,,,,13.0,,
5396.0,,,,,,,,4035.0,3871.0,,,14639.0,13782.0,1.0,,,9.0,8.0,443.0,0.0,300.0,300.0,17652.0,,,2650.0,1.0,,112.0,112.0,1185.0,17539.0,,,,12349.0,5624.0,,,,,,,,,,,,,,,,,7.0,,
898.0,,,,,,,,,,,,2714.0,2592.0,1.0,,,9.0,8.0,2928.0,1.0,,,17653.0,11.0,11.0,6629.0,1.0,,2114.0,2105.0,,17540.0,,,,12276.0,11830.0,5.0,,,,,5755.0,5587.0,,,,,,,,,,2.0,,
,,,,,,,,,,,,,,,,,,,3557.0,0.0,,,17654.0,,,11582.0,0.0,,,,,17541.0,,,,,,,,,,,,,,,,,,,,,,,,
3336.0,,,,,,,,3332.0,3189.0,,,14743.0,13883.0,1.0,,,,,6404.0,1.0,300.0,300.0,17655.0,11.0,11.0,11583.0,1.0,,2316.0,2306.0,,17542.0,,,,,,,,,,,,,,,,,,,,,,,,
3223.0,,,,,,,,,,,,,,,,,,,1222.0,1.0,,,17656.0,17.0,11.0,11584.0,1.0,,112.0,112.0,,17543.0,,,3175.0,12354.0,11905.0,107.0,,,40.0,40.0,5757.0,5589.0,,,,,,,,,,57.0,,
1340.0,,,,,,,,,,,,14626.0,13769.0,0.0,,,,,6405.0,1.0,,,17657.0,,,2827.0,1.0,,,,,17544.0,,,,,,,,,,,,,,,,,,,,,,,,
1530.0,,,,,,,,1270.0,1192.0,,,8643.0,8200.0,1.0,,,19.0,16.0,6406.0,0.0,806.0,801.0,17658.0,,,1418.0,1.0,,112.0,112.0,,17545.0,,,,12356.0,11907.0,22.0,,,810.0,795.0,,,,,,,,,,,,147.0,,
5397.0,,,,,,,,,,,,,,,,,,,6407.0,1.0,,,17659.0,,,731.0,5.0,,,,,17546.0,,,,,,,,,,,,,,,,,,,,,,,,
2070.0,,,,,,,,,,,,14625.0,13768.0,1.0,,,6.0,2.0,1155.0,1.0,3437.0,3424.0,17660.0,5.0,5.0,1110.0,1.0,,158.0,158.0,,17547.0,,,,12276.0,11830.0,,,,,,5758.0,5590.0,,,,,,,,,,4.0,,
652.0,,,,,,,,3921.0,3763.0,,,14745.0,13885.0,1.0,,,20.0,15.0,6408.0,1.0,,,17661.0,,,11585.0,1.0,,1943.0,1934.0,,17548.0,,,,12357.0,11908.0,,,,,,165.0,161.0,,,,,,,,,,83.0,,
,,,,,,,,,,,,,,,,,,,6409.0,0.0,,,17662.0,,,11586.0,1.0,,,,,17549.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,57.0,1.0,,,17663.0,,,11587.0,1.0,,,,,17550.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1195.0,1.0,,,17664.0,,,620.0,1.0,,90.0,90.0,,17551.0,,,,,,,,,,,,,,,,,,,,,,,,
2606.0,,,,,,,,248.0,240.0,,,14657.0,13800.0,1.0,,,1.0,1.0,145.0,0.0,1441.0,1435.0,17665.0,,,11588.0,1.0,,158.0,158.0,,17552.0,,,,,,,,,,,,,,,,,,,,,,,,
1248.0,,,,,,,,1981.0,1881.0,,,14746.0,13886.0,1.0,,,1.0,1.0,834.0,0.0,300.0,300.0,17666.0,11.0,11.0,730.0,1.0,,978.0,971.0,,17553.0,,,,12359.0,11910.0,25.0,,,965.0,948.0,5688.0,5523.0,,,,,,,,,,185.0,,
,,,,,,,,,,,,,,,,,,,60.0,0.0,,,17667.0,,,11589.0,1.0,,158.0,158.0,980.0,17554.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,415.0,0.0,3438.0,3425.0,17668.0,,,11590.0,1.0,,81.0,81.0,,17555.0,,,,,,,,,,,,,,,,,,,,,,,,
3248.0,,,,,,,,4038.0,3874.0,,,14661.0,13804.0,1.0,,,,,1561.0,0.0,394.0,392.0,17669.0,,,11591.0,1.0,,2317.0,2307.0,,17556.0,,,,2195.0,2157.0,5.0,,,,,,,,,,,,,,,,2.0,,
5398.0,,,,,,,,,,,,4766.0,4540.0,0.0,,,22.0,18.0,6410.0,1.0,3439.0,3426.0,17670.0,,,11513.0,1.0,,993.0,986.0,,17557.0,,,,12360.0,11911.0,,,,,,5759.0,5591.0,,,,,,,,,,2.0,,
3093.0,,,,,,,,,,,,14748.0,13888.0,0.0,,,11.0,8.0,1006.0,0.0,3440.0,3427.0,17671.0,125.0,19.0,731.0,3.0,,,,,17558.0,,,,12361.0,11912.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,235.0,227.0,,,8678.0,8235.0,1.0,,,0.0,0.0,442.0,0.0,,,17672.0,,,11592.0,1.0,,1806.0,1799.0,,17559.0,,,,,,,,,,,,,,,,,,,,,,,,
5399.0,,,,1351.0,1323.0,2567.0,2552.0,,,,,14750.0,13890.0,1.0,,,11.0,8.0,72.0,0.0,300.0,300.0,17673.0,11.0,11.0,11593.0,1.0,,993.0,986.0,1186.0,17560.0,,,3176.0,7020.0,6825.0,9.0,,,40.0,40.0,67.0,65.0,,,,,,,,,,31.0,,
747.0,,,,,,,,,,,,14751.0,13891.0,0.0,,,8.0,7.0,6411.0,0.0,3441.0,3428.0,17674.0,647.0,150.0,11594.0,1.0,,34.0,34.0,,17561.0,,,,,,,,,,,,,,,,,,,,,,,,
5400.0,,,,,,,,,,,,14626.0,13769.0,0.0,,,,,633.0,0.0,,,17675.0,,,732.0,1.0,,993.0,986.0,,17562.0,,,,,,,,,,,,,,,,,,,,,,,,
5401.0,,,,,,,,,,,,14752.0,13892.0,0.0,,,,,443.0,0.0,300.0,300.0,17676.0,,,830.0,1.0,,993.0,986.0,,17563.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1025.0,1.0,,,17677.0,,,11595.0,3.0,,,,,17564.0,,,,,,,,,,,,,,,,,,,,,,,,
469.0,,,,,,,,4040.0,3876.0,,,3595.0,3429.0,1.0,,,4.0,4.0,6412.0,0.0,,,17678.0,,,11596.0,1.0,,,,,17565.0,,,,1502.0,1480.0,,,,,,5760.0,5592.0,,,,,,,,,,,,
4474.0,,,,,,,,,,,,14753.0,6914.0,2.0,,,,,293.0,1.0,3442.0,3429.0,17679.0,,,11597.0,1.0,,516.0,510.0,,17566.0,,,,,,,,,,,,,,,,,,,,,,,,
2792.0,,,,,,,,268.0,257.0,,,14625.0,13768.0,1.0,,,6.0,2.0,5824.0,0.0,1496.0,1490.0,17680.0,,,11598.0,1.0,,2270.0,2260.0,,17567.0,,,,12364.0,11915.0,68.0,,,1841.0,1816.0,5763.0,5595.0,,,,,,,,,,78.0,,
131.0,,,,,,,,163.0,160.0,,,14756.0,13895.0,1.0,,,5.0,5.0,49.0,1.0,,,17681.0,11.0,11.0,908.0,1.0,,449.0,447.0,,17568.0,,,,6169.0,6013.0,57.0,,,1089.0,1072.0,1291.0,1232.0,,,,,,,,,,50.0,,
2143.0,175.0,,,1354.0,1326.0,,,20.0,20.0,,,14624.0,13767.0,1.0,,,10.0,9.0,2044.0,0.0,3420.0,3407.0,17682.0,11.0,11.0,11599.0,1.0,,158.0,158.0,,17569.0,,,3177.0,12368.0,11919.0,,,,1575.0,1554.0,345.0,337.0,,,,,,,,,,44.0,,
457.0,,,,,,,,946.0,385.0,,,2714.0,2592.0,1.0,,,6.0,2.0,134.0,1.0,3443.0,3430.0,17683.0,,,11600.0,1.0,,2318.0,2308.0,,17570.0,,,,12223.0,11779.0,,,,,,,,,,,,,,,,,,,
3435.0,,,,,,,,60.0,60.0,,,14624.0,13767.0,2.0,,,1.0,1.0,6413.0,0.0,560.0,557.0,17684.0,14.0,14.0,11601.0,1.0,,2319.0,2309.0,,17571.0,,,,,,,,,,,,,,,,,,,,,,,,
548.0,,,,,,,,,,,,2714.0,2592.0,1.0,,,6.0,2.0,159.0,1.0,,,17685.0,,,3249.0,1.0,,,,,17572.0,,,,,,,,,,,,,,,,,,,,,,,,
5402.0,,,,,,,,74.0,74.0,,,2714.0,2592.0,1.0,,,6.0,2.0,555.0,0.0,3444.0,3431.0,17686.0,11.0,11.0,7399.0,1.0,,158.0,158.0,,17573.0,,,,12369.0,11920.0,5.0,,,,,,,,,,,,,,,,4.0,,
,,,,,,,,,,,,,,,,,,,6414.0,0.0,,,17687.0,,,937.0,1.0,,,,,17574.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,158.0,0.0,,,17688.0,,,11602.0,1.0,,,,,17575.0,,,,,,,,,,,,,,,,,,,,,,,,
709.0,,,,,,,,,,,,14763.0,13901.0,1.0,,,,,6415.0,0.0,300.0,300.0,17689.0,11.0,11.0,11603.0,1.0,,112.0,112.0,,17576.0,,,,,,,,,,,,,,,,,,,,,,,,
3401.0,,,,,,,,248.0,240.0,,,14657.0,13800.0,1.0,,,2.0,2.0,103.0,0.0,3445.0,3432.0,17690.0,,,7396.0,1.0,,158.0,158.0,,17577.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3559.0,1.0,,,17691.0,,,11604.0,1.0,,,,663.0,17578.0,,,,,,,,,,,,,,,,,,,,,,,,
4130.0,,,,,,,,,,,,14765.0,13903.0,1.0,,,11.0,8.0,2159.0,0.0,300.0,300.0,17692.0,,,7399.0,1.0,,993.0,986.0,1187.0,17579.0,,,,12371.0,11922.0,24.0,,,40.0,40.0,5765.0,5597.0,,,,,,,,,,3.0,,
1021.0,,,,,,,,,,,,14623.0,13766.0,0.0,,,,,6416.0,0.0,300.0,300.0,17693.0,,,802.0,1.0,,993.0,986.0,,17580.0,,,,12372.0,11923.0,,,,,,5766.0,5598.0,,,,,,,,,,7.0,,
,,,,,,,,,,,,,,,,,,,78.0,0.0,,,17694.0,,,146.0,1.0,,,,,17581.0,,,,,,,,,,,,,,,,,,,,,,,,
2524.0,176.0,,,1355.0,1327.0,2572.0,2557.0,4044.0,3880.0,,,2714.0,2592.0,1.0,3158.0,3144.0,2.0,2.0,100.0,1.0,3446.0,3433.0,17695.0,40.0,35.0,217.0,1.0,,158.0,158.0,,17582.0,,,3179.0,6158.0,6002.0,55.0,,,817.0,801.0,5768.0,5600.0,,,,,,,,,,33.0,,
1012.0,,,,,,,,308.0,294.0,918.0,905.0,2714.0,2592.0,1.0,,,0.0,0.0,4520.0,1.0,,,17696.0,,,2648.0,0.0,,158.0,158.0,,17583.0,,,3181.0,12375.0,11926.0,,,,,,5725.0,5558.0,,,,,,,,,,2.0,,
5403.0,,,,,,,,,,,,14625.0,13768.0,2.0,,,6.0,2.0,975.0,0.0,2919.0,2909.0,17697.0,,,852.0,1.0,,671.0,665.0,,17584.0,,,,12223.0,11779.0,,,,,,,,,,,,,,,,,,,
5397.0,,,,,,,,,,,,,,,,,,,6417.0,1.0,,,17698.0,,,11605.0,5.0,,,,,17585.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,4046.0,3882.0,,,2714.0,2592.0,1.0,,,9.0,8.0,103.0,0.0,3447.0,3434.0,17699.0,,,11606.0,1.0,,234.0,234.0,,17586.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,74.0,74.0,,,2714.0,2592.0,1.0,,,6.0,2.0,457.0,0.0,293.0,293.0,17700.0,5.0,5.0,11607.0,1.0,,158.0,158.0,,17587.0,,,3182.0,12376.0,11927.0,3.0,,,174.0,174.0,5771.0,5603.0,,,,,,,,,,32.0,,
1598.0,,,,,,,,,,,,2714.0,2592.0,1.0,,,9.0,8.0,3565.0,0.0,3116.0,3106.0,17701.0,,,11608.0,1.0,,,,,17588.0,,,,2195.0,2157.0,24.0,,,,,,,,,,,,,,,,116.0,,
415.0,,,,,,,,,,,,2714.0,2592.0,1.0,,,1.0,1.0,4801.0,0.0,869.0,864.0,17702.0,,,11609.0,1.0,,,,,17589.0,,,,12379.0,11930.0,,,,,,,,,,,,,,,,,,,
193.0,,,,,,,,,,,,2714.0,2592.0,1.0,,,,,6418.0,1.0,,,17703.0,,,11610.0,1.0,,,,,17590.0,,,,10127.0,9802.0,,,,,,28.0,27.0,,,,,,,,,,2.0,,
3228.0,,,,,,,,,,,,14772.0,13910.0,1.0,,,11.0,8.0,250.0,0.0,300.0,300.0,17704.0,,,10633.0,1.0,,993.0,986.0,,17591.0,,,,,,,,,,,,,,,,,,,,,,,,
2391.0,,,,,,,,,,,,14623.0,13766.0,0.0,,,5.0,5.0,870.0,0.0,300.0,300.0,17705.0,2.0,2.0,5049.0,1.0,,679.0,673.0,,17592.0,,,,2195.0,2157.0,4.0,,,,,,,,,,,,,,,,106.0,,
880.0,,,,,,,,,,,,,,,,,,,446.0,0.0,,,17706.0,,,803.0,1.0,,993.0,986.0,,17593.0,,,,,,,,,,,,,,,,,,,,,,,,
350.0,,,,,,,,,,,,14745.0,13885.0,1.0,,,,,527.0,0.0,300.0,300.0,17707.0,,,11611.0,1.0,,112.0,112.0,,17594.0,,,,12381.0,327.0,5.0,,,,,,,,,,,845.0,843.0,,,,2.0,,
486.0,,,,,,,,,,,,,,,,,,,2117.0,1.0,,,17708.0,,,7989.0,1.0,,,,,17595.0,,,,,,,,,,,,,,,,,,,,,,,,
1854.0,,,,,,,,,,,,,,,,,,,6419.0,0.0,300.0,300.0,17709.0,,,11603.0,1.0,,,,,17596.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6420.0,0.0,,,17710.0,,,11612.0,1.0,,,,,17597.0,,,,,,,,,,,,,,,,,,,,,,,,
5404.0,,,,,,,,,,,,,,,,,,,608.0,0.0,394.0,392.0,17711.0,,,803.0,1.0,,,,,17598.0,88.0,102.0,,,,,,,,,,,,,,,,,,,,,,
3429.0,,,,,,,,,,,,12669.0,11966.0,0.0,,,,,3889.0,0.0,,,17712.0,,,11613.0,1.0,,993.0,986.0,,17599.0,,,,5417.0,5284.0,,,,,,,,,,,,,,,,,,,
1389.0,,,,,,,,,,,,14624.0,13767.0,1.0,,,10.0,9.0,124.0,0.0,3448.0,3435.0,17713.0,,,11614.0,1.0,,158.0,158.0,,17600.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14773.0,13911.0,1.0,,,,,177.0,1.0,300.0,300.0,17714.0,,,11615.0,1.0,,175.0,175.0,,17601.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,720.0,1.0,,,17715.0,,,11616.0,1.0,,81.0,81.0,,17602.0,,,,,,,,,,,,,,,,,,,,,,,,
866.0,,,,,,,,1270.0,1192.0,12.0,12.0,13367.0,12600.0,2.0,,,8.0,7.0,6421.0,0.0,98.0,98.0,17716.0,516.0,14.0,1015.0,1.0,,538.0,532.0,,17603.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,282.0,1.0,,,17717.0,,,11617.0,1.0,,,,,17604.0,,,,,,,,,,,,,,,,,,,,,,,,
5405.0,,,,,,,,,,,,14774.0,13912.0,1.0,3159.0,3145.0,4.0,4.0,6422.0,1.0,,,17718.0,,,950.0,1.0,,,,,17605.0,,,,,,,,,,,,,,,,,,,,,,,,
982.0,,,,,,,,,,,,2372.0,2260.0,1.0,,,44.0,40.0,794.0,0.0,3449.0,3436.0,17719.0,,,5787.0,1.0,,2320.0,2310.0,,17606.0,,,,12383.0,4135.0,5.0,,,,,,,,,,,,,,,,2.0,,
,,,,,,,,,,,,,,,,,,,392.0,0.0,,,17720.0,,,722.0,1.0,,,,,17607.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,442.0,0.0,,,17721.0,,,11618.0,0.0,,,,,17608.0,,,,,,,,,,,,,,,,,,,,,,,,
107.0,,,,,,,,946.0,385.0,,,14625.0,13768.0,2.0,,,1.0,1.0,6423.0,1.0,3450.0,3437.0,17722.0,29.0,25.0,5741.0,1.0,,158.0,158.0,,17609.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14625.0,13768.0,1.0,,,6.0,2.0,6424.0,1.0,524.0,521.0,17723.0,,,65.0,1.0,,158.0,158.0,,17610.0,,,,,,,,,,,,,,,,,,,,,,,,
756.0,,,,,,,,4047.0,3883.0,,,14661.0,13804.0,1.0,,,8.0,7.0,5719.0,0.0,,,17724.0,,,11619.0,1.0,,993.0,986.0,1188.0,17611.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6425.0,0.0,3451.0,3438.0,17725.0,,,890.0,1.0,,993.0,986.0,,17612.0,,,,,,,,,,,,,,,,,,,,,,,,
899.0,,,,,,,,,,,,14624.0,13767.0,2.0,,,6.0,2.0,433.0,0.0,2875.0,2865.0,17726.0,2.0,2.0,10337.0,1.0,,,,,17613.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,2714.0,2592.0,1.0,,,6.0,2.0,362.0,1.0,,,17727.0,,,7169.0,0.0,,2321.0,2311.0,,17614.0,,,,,,,,,,,,,,,,,,,,,,,,
349.0,,,,,,,,,,,,14623.0,13766.0,0.0,,,8.0,7.0,6426.0,0.0,300.0,300.0,17728.0,,,11620.0,1.0,,993.0,986.0,,17615.0,,,,,,,,,,,,,,,,,,,,,,,,
708.0,,,,,,,,770.0,706.0,,,6672.0,6339.0,1.0,3147.0,3133.0,6.0,2.0,746.0,0.0,,,17729.0,,,803.0,1.0,,112.0,112.0,,17616.0,,,,5982.0,5829.0,,,,,,,,,,,,,,,,,2.0,,
1041.0,,,,,,,,,,,,,,,,,,,6427.0,1.0,,,17730.0,,,5937.0,1.0,,,,,17617.0,,,,,,,,,,,,,,,,,,,,,,,,
165.0,,,,,,,,,,,,,,,,,,,897.0,1.0,,,17731.0,,,731.0,1.0,,993.0,986.0,,17618.0,,,,,,,,,,,,,,,,,,,,,,,,
373.0,,,,,,,,,,,,14781.0,13919.0,1.0,,,6.0,2.0,608.0,0.0,300.0,300.0,17732.0,11.0,11.0,11621.0,1.0,,2322.0,2312.0,,17619.0,,,,,,,,,,,,,,,,,,,,,,,,
,,721.0,720.0,1347.0,1320.0,2550.0,2535.0,4048.0,3884.0,,,7953.0,7551.0,2.0,3161.0,3147.0,5.0,5.0,6048.0,0.0,3452.0,3439.0,17733.0,,,11622.0,1.0,,993.0,986.0,,17620.0,,,,12385.0,11934.0,5.0,,,,,,,,,,,,,,,,2.0,,
,,,,,,,,,,,,,,,,,,,8.0,1.0,,,17734.0,,,5389.0,0.0,,,,,17621.0,,,,,,,,,,,,,,,,,,,,,,,,
344.0,,,,,,,,268.0,257.0,,,14624.0,13767.0,2.0,,,6.0,2.0,6428.0,0.0,3453.0,3440.0,17735.0,289.0,222.0,11623.0,1.0,,158.0,158.0,,17622.0,,,,12223.0,11779.0,10.0,,,,,,,,,,,,,,,,27.0,,
1433.0,,,,,,,,,,,,,,,,,,,6429.0,,300.0,300.0,17736.0,,,1211.0,0.0,,353.0,352.0,,17623.0,,,,,,,,,,,,,,,,,,,,,,,,
888.0,,,,58.0,56.0,,,,,,,14784.0,13922.0,1.0,,,11.0,8.0,1535.0,0.0,300.0,300.0,17737.0,113.0,97.0,11624.0,1.0,,993.0,986.0,166.0,17624.0,,,,12386.0,11935.0,,,,,,1071.0,1020.0,,,,,,,,,,2.0,,
4501.0,,721.0,720.0,1347.0,1320.0,2550.0,2535.0,,,,,3031.0,2882.0,1.0,3147.0,3133.0,5.0,5.0,10.0,0.0,300.0,300.0,17738.0,113.0,97.0,830.0,1.0,,993.0,986.0,143.0,17625.0,,,,12387.0,11936.0,,,,40.0,40.0,5772.0,5045.0,,,,,,,,,,8.0,,
5406.0,,,,,,,,,,,,2714.0,2592.0,1.0,,,1.0,1.0,6430.0,1.0,3454.0,3441.0,17739.0,,,7893.0,1.0,,158.0,158.0,,17626.0,,,,,,,,,,,,,,,,,,,,,,,,
5407.0,,,,1356.0,1328.0,2576.0,2561.0,,,,,14787.0,13925.0,0.0,3162.0,3148.0,10.0,9.0,454.0,0.0,300.0,300.0,17740.0,11.0,11.0,803.0,1.0,,112.0,112.0,,17627.0,,,,,,,,,,,,,,,,,,,,,,,,
5408.0,,,,,,,,,,,,14788.0,13926.0,0.0,,,,,872.0,1.0,843.0,838.0,17741.0,,,11625.0,0.0,,1544.0,1537.0,,17628.0,,,,12388.0,11937.0,,,,,,1096.0,1043.0,,,,,,,,,,2.0,,
424.0,,,,,,,,,,,,14624.0,13767.0,2.0,,,10.0,9.0,404.0,1.0,3455.0,3442.0,17742.0,151.0,123.0,217.0,1.0,,158.0,158.0,,17629.0,,,,12223.0,11779.0,,,,1853.0,1828.0,,,,,,,,,,,,46.0,,
514.0,,,,,,,,35.0,35.0,,,2714.0,2592.0,1.0,,,11.0,8.0,168.0,0.0,522.0,519.0,17743.0,11.0,11.0,924.0,1.0,,2323.0,2313.0,,17630.0,,,,,,,,,,,,,,,,,,,,,,,,
987.0,,,,,,,,,,,,2714.0,2592.0,1.0,,,20.0,15.0,158.0,0.0,3456.0,3443.0,17744.0,,,641.0,1.0,,2324.0,2314.0,,17631.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,6431.0,1.0,,,17745.0,,,11626.0,1.0,,112.0,112.0,,17632.0,,,,,,,,,,,,,,,,,,,,,,,,
656.0,,,,,,,,,,,,6412.0,6091.0,1.0,,,11.0,8.0,6432.0,1.0,3411.0,3398.0,17746.0,,,11627.0,1.0,,112.0,112.0,,17633.0,,,,12390.0,11939.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,354.0,0.0,,,17747.0,,,11628.0,1.0,,,,,17634.0,,,,,,,,,,,,,,,,,,,,,,,,
5409.0,,,,,,,,,,,,14791.0,11768.0,1.0,,,30.0,26.0,481.0,0.0,3457.0,3444.0,17748.0,,,11629.0,1.0,,,,,17635.0,,,,12394.0,11943.0,,,,60.0,60.0,894.0,859.0,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,158.0,0.0,,,17749.0,,,11630.0,1.0,,,,,17636.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3689.0,1.0,,,17750.0,,,1601.0,1.0,,453.0,451.0,,17637.0,,,,,,,,,,,,,,,,,,,,,,,,
3667.0,,,,,,,,,,,,14792.0,13929.0,0.0,,,32.0,28.0,126.0,0.0,3458.0,3445.0,17751.0,,,5028.0,1.0,,,,,17638.0,,,,12395.0,11944.0,,258.0,258.0,,,,,,,,,,,,,,,1034.0,1034.0
1886.0,,,,,,,,4049.0,3885.0,,,3448.0,3284.0,1.0,,,8.0,7.0,103.0,0.0,604.0,601.0,17752.0,,,11631.0,1.0,,454.0,452.0,,17639.0,,,,12397.0,11946.0,5.0,259.0,259.0,1854.0,1829.0,5773.0,5604.0,,,,,,,,,,2.0,1035.0,1035.0
962.0,,,,,,,,,,,,,,,,,,,1165.0,1.0,,,17753.0,,,11632.0,1.0,,,,1189.0,17640.0,,,,,,,,,,,,,,,,,,,,,,,,
5410.0,,,,,,,,,,,,12489.0,11797.0,0.0,,,,,89.0,1.0,2812.0,2802.0,17754.0,2.0,2.0,11633.0,1.0,,2325.0,2315.0,,17641.0,,,,12398.0,11947.0,,,,31.0,31.0,2687.0,2596.0,,,,,,,,,,3.0,,
172.0,,,,,,,,891.0,824.0,,,3448.0,3284.0,1.0,,,22.0,18.0,362.0,1.0,,,17755.0,,,11634.0,1.0,,593.0,587.0,1190.0,17642.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3397.0,3235.0,1.0,,,41.0,37.0,118.0,0.0,3459.0,3446.0,17756.0,,,11635.0,1.0,,1399.0,1392.0,,17643.0,,,,,,,,,,,,,,,,,,,,,,,,
5411.0,,,,,,,,,,,,14794.0,13931.0,0.0,,,,,6433.0,0.0,3376.0,3363.0,17757.0,,,11636.0,1.0,,2326.0,2316.0,,17644.0,89.0,103.0,,12402.0,11951.0,118.0,,,599.0,588.0,5776.0,5607.0,,,,,,,,,,203.0,,
,,,,,,,,2112.0,2010.0,,,14796.0,13933.0,1.0,,,33.0,29.0,1.0,1.0,3460.0,3447.0,17758.0,,,11637.0,1.0,,2327.0,2317.0,748.0,17645.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,3448.0,3284.0,1.0,,,22.0,18.0,2073.0,0.0,,,17759.0,,,11638.0,1.0,1.0,,,,17646.0,,,,,,,,,,,,,,,,,,,,,,,,
21.0,,,,,,,,,,,,12497.0,11804.0,1.0,,,23.0,19.0,4118.0,0.0,13.0,13.0,17760.0,,,5845.0,1.0,,453.0,451.0,,17647.0,,,,12403.0,11952.0,,260.0,260.0,,,,,,,,,,,,,,,1036.0,1036.0
5412.0,,,,,,,,,,,,12259.0,6960.0,0.0,,,,,2068.0,0.0,,,17761.0,,,11639.0,1.0,1.0,,,,17648.0,,,,12404.0,11953.0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14790.0,13928.0,0.0,,,27.0,23.0,18.0,0.0,3457.0,3444.0,17762.0,,,8643.0,1.0,,453.0,451.0,,17649.0,,,,12405.0,11954.0,,,,,,5777.0,5608.0,,,,,,,,,,2.0,,
460.0,,,,,,,,,,,,14791.0,11768.0,1.0,,,31.0,27.0,6434.0,0.0,13.0,13.0,17763.0,,,6343.0,1.0,,,,,17650.0,,,,,,,,,,,,,,,,,,,,,,,,
3740.0,,,,,,,,,,,,6634.0,6302.0,1.0,,,30.0,26.0,4303.0,1.0,,,17764.0,,,11640.0,1.0,,388.0,386.0,,17651.0,,,,12413.0,10831.0,35.0,,,957.0,940.0,5781.0,5611.0,,,,,,,,,,120.0,,
5029.0,,,,,,,,,,,,12495.0,11802.0,1.0,,,30.0,26.0,28.0,1.0,3457.0,3444.0,17765.0,,,11641.0,1.0,,2328.0,2318.0,1191.0,17652.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2145.0,0.0,,,17766.0,,,11642.0,1.0,,,,,17653.0,,,,,,,,,,,,,,,,,,,,,,,,
5413.0,,,,,,,,,,,,14800.0,13937.0,1.0,,,43.0,39.0,6435.0,0.0,3457.0,3444.0,17767.0,,,11629.0,1.0,,1917.0,1908.0,,17654.0,,,,,,,,,,,,,,,,,,,,,,,,
